Player ID,Round,Overall Pick,Games,Minutes Played,Points,Total Rebounds,Assists ,Field Goal Percentage,3-Point Percentage,Free Throw Percentage,Minutes Per Game,Points Per Game,Total Rebounds Per Game,Assists Per Game
299,2,36,52,433,162,96,14,0.425,,0.578,8.3,3.1,1.8,0.3
300,2,46,16,303,83,53,3,0.451,,0.594,18.9,5.2,3.3,0.2
301,1,9,90,524,186,127,25,0.494,0,0.583,5.8,2.1,1.4,0.3
302,2,38,7,38,10,13,1,0.3,,0.667,5.4,1.4,1.9,0.1
303,1,9,225,2795,1348,689,69,0.509,0.5,0.786,12.4,6,3.1,0.3
304,2,40,833,29011,14858,2874,3856,0.451,0.314,0.772,34.8,17.8,3.5,4.6
305,2,42,17,144,47,36,2,0.605,,0.167,8.5,2.8,2.1,0.1
306,1,11,516,11146,3247,3631,467,0.594,0,0.5,21.6,6.3,7,0.9
307,1,11,557,11950,4629,1723,445,0.425,0.355,0.665,21.5,8.3,3.1,0.8
308,2,40,2,32,4,4,7,0.667,,,16,2,2,3.5
309,1,3,986,27340,11048,4211,2185,0.441,0.377,0.803,27.7,11.2,4.3,2.2
310,1,5,857,29241,14644,4245,2284,0.438,0.37,0.707,34.1,17.1,5,2.7
311,1,14,729,19921,7860,5708,1088,0.445,0.388,0.785,27.3,10.8,7.8,1.5
312,2,31,552,19351,11402,2168,2909,0.421,0.351,0.803,35.1,20.7,3.9,5.3
313,2,55,51,1147,440,189,61,0.389,0,0.667,22.5,8.6,3.7,1.2
314,,,,,,,,,,,,,,
315,2,45,74,2111,745,218,108,0.437,0.363,0.746,28.5,10.1,2.9,1.5
316,2,37,5,52,14,10,3,0.714,,1,10.4,2.8,2,0.6
317,2,43,15,79,19,16,1,0.192,0.133,0.7,5.3,1.3,1.1,0.1
318,1,18,146,2224,771,435,110,0.475,0.282,0.615,15.2,5.3,3,0.8
319,2,32,164,2529,1382,549,136,0.643,0.083,0.625,15.4,8.4,3.3,0.8
320,1,25,222,4978,2349,1801,176,0.63,0,0.478,22.4,10.6,8.1,0.8
321,2,42,28,262,74,39,11,0.347,0.238,0.68,9.4,2.6,1.4,0.4
322,2,34,205,4170,1732,380,370,0.369,0.351,0.839,20.3,8.4,1.9,1.8
323,1,12,350,6520,3186,1141,490,0.443,0.334,0.836,18.6,9.1,3.3,1.4
324,1,16,3,9,0,0,0,0,,,3,0,0,0
325,1,18,232,5557,2429,1330,238,0.501,0.299,0.622,24,10.5,5.7,1
326,1,14,465,12212,5170,2035,709,0.429,0.36,0.729,26.3,11.1,4.4,1.5
327,1,23,265,6235,3058,1480,342,0.414,0.355,0.798,23.5,11.5,5.6,1.3
328,2,38,409,12677,5355,1892,1153,0.466,0.377,0.708,31,13.1,4.6,2.8
329,1,14,552,12616,4031,2412,630,0.454,0.369,0.756,22.9,7.3,4.4,1.1
330,1,25,685,21703,8278,3619,2619,0.434,0.355,0.838,31.7,12.1,5.3,3.8
331,1,26,643,13422,6247,1077,1923,0.413,0.37,0.837,20.9,9.7,1.7,3
332,1,8,802,27867,14408,4700,1773,0.453,0.344,0.795,34.7,18,5.9,2.2
333,2,32,467,5657,2177,591,132,0.437,0.43,0.877,12.1,4.7,1.3,0.3
334,1,24,348,7797,2842,845,747,0.423,0.388,0.773,22.4,8.2,2.4,2.1
335,2,55,16,77,35,3,11,0.483,0.5,1,4.8,2.2,0.2,0.7
336,1,1,486,15818,9247,4494,769,0.524,0.2,0.833,32.5,19,9.2,1.6
337,1,15,317,5628,2252,836,283,0.406,0.375,0.784,17.8,7.1,2.6,0.9
338,2,38,9,35,11,7,5,0.25,0,0.625,3.9,1.2,0.8,0.6
339,1,13,1181,34293,14904,4720,2412,0.464,0.376,0.768,29,12.6,4,2
340,1,18,735,14974,2621,2706,626,0.411,0.206,0.647,20.4,3.6,3.7,0.9
341,1,23,108,699,239,63,24,0.352,0.333,0.6,6.5,2.2,0.6,0.2
342,1,9,592,11733,2293,3665,256,0.552,0,0.557,19.8,3.9,6.2,0.4
343,2,38,619,11213,3052,2307,493,0.481,0.311,0.671,18.1,4.9,3.7,0.8
344,,,,,,,,,,,,,,
345,1,18,49,424,140,76,8,0.471,0.462,0.667,8.7,2.9,1.6,0.2
346,2,47,10,28,13,9,0,0.444,,0.833,2.8,1.3,0.9,0
347,1,20,121,2903,1240,423,369,0.441,0.339,0.712,24,10.2,3.5,3
348,2,50,29,108,27,20,8,0.286,0.077,1,3.7,0.9,0.7,0.3
349,1,11,198,5544,2561,1311,226,0.502,0.354,0.782,28,12.9,6.6,1.1
350,2,43,124,1039,414,128,116,0.393,0.287,0.768,8.4,3.3,1,0.9
351,1,23,253,5895,1592,831,401,0.4,0.334,0.822,23.3,6.3,3.3,1.6
352,1,26,321,5366,1588,1485,154,0.535,,0.545,16.7,4.9,4.6,0.5
353,1,15,407,12364,6654,2511,924,0.495,0.386,0.846,30.4,16.3,6.2,2.3
354,2,42,137,1840,736,247,115,0.44,0.384,0.819,13.4,5.4,1.8,0.8
355,1,10,520,17317,9647,3221,1661,0.432,0.375,0.844,33.3,18.6,6.2,3.2
356,2,40,432,10563,3806,1857,1293,0.448,0.307,0.688,24.5,8.8,4.3,3
357,2,57,5,17,8,2,0,0.8,,,3.4,1.6,0.4,0
358,1,13,428,7233,2881,1808,181,0.439,0.136,0.738,16.9,6.7,4.2,0.4
359,2,52,261,3929,1523,377,567,0.38,0.316,0.742,15.1,5.8,1.4,2.2
360,1,11,552,11829,4700,1173,1555,0.414,0.366,0.824,21.4,8.5,2.1,2.8
361,2,41,45,431,126,106,24,0.435,0,0.684,9.6,2.8,2.4,0.5
362,1,17,314,5368,1769,945,220,0.403,0.339,0.755,17.1,5.6,3,0.7
363,2,45,102,1302,439,275,30,0.517,,0.672,12.8,4.3,2.7,0.3
364,1,17,586,18487,9855,2888,1097,0.434,0.38,0.848,31.5,16.8,4.9,1.9
365,1,29,189,2686,949,549,47,0.53,,0.525,14.2,5,2.9,0.2
366,2,49,709,11098,3717,1276,366,0.401,0.401,0.84,15.7,5.2,1.8,0.5
367,1,14,430,10299,3206,958,990,0.411,0.353,0.809,24,7.5,2.2,2.3
368,2,41,54,468,89,50,56,0.372,0.25,0.393,8.7,1.6,0.9,1
369,1,27,342,6192,2452,1327,179,0.498,0.167,0.701,18.1,7.2,3.9,0.5
370,,,,,,,,,,,,,,
371,1,25,21,107,47,34,3,0.449,0,0.6,5.1,2.2,1.6,0.1
372,2,33,61,681,306,247,19,0.539,,0.769,11.2,5,4,0.3
373,1,28,66,376,132,31,30,0.37,0.333,0.813,5.7,2,0.5,0.5
374,1,25,205,3232,1095,377,164,0.448,0.401,0.791,15.8,5.3,1.8,0.8
375,2,53,41,540,93,176,28,0.513,0,0.481,13.2,2.3,4.3,0.7
376,2,37,24,119,57,24,3,0.393,0.308,0.714,5,2.4,1,0.1
377,2,47,10,45,14,9,5,0.357,,0.444,4.5,1.4,0.9,0.5
378,1,8,580,14321,4342,3397,713,0.424,0.341,0.725,24.7,7.5,5.9,1.2
379,2,54,19,134,37,12,27,0.371,0.333,0.75,7.1,1.9,0.6,1.4
380,1,1,529,18537,11359,4852,2288,0.508,0.324,0.683,35,21.5,9.2,4.3
381,1,7,557,18517,9330,1414,1706,0.43,0.376,0.816,33.2,16.8,2.5,3.1
382,2,35,741,20800,6986,7864,542,0.674,0.091,0.447,28.1,9.4,10.6,0.7
383,1,14,296,8274,3527,1233,353,0.452,0.293,0.747,28,11.9,4.2,1.2
384,2,34,82,702,217,158,32,0.402,0,0.732,8.6,2.6,1.9,0.4
385,2,52,6,18,5,2,1,0.25,0,0.6,3,0.8,0.3,0.2
386,1,12,34,168,39,16,13,0.283,0.25,0.625,4.9,1.1,0.5,0.4
387,2,32,127,1683,431,158,174,0.389,0.295,0.78,13.3,3.4,1.2,1.4
388,1,4,762,16108,4929,1856,2353,0.484,0.186,0.794,21.1,6.5,2.4,3.1
389,2,33,36,433,111,31,51,0.336,0.245,0.625,12,3.1,0.9,1.4
390,1,6,735,19642,8208,5582,921,0.489,0.042,0.743,26.7,11.2,7.6,1.3
391,1,8,628,12474,5150,3076,455,0.541,0,0.643,19.9,8.2,4.9,0.7
392,1,12,375,6005,1992,1215,261,0.46,0,0.625,16,5.3,3.2,0.7
393,2,41,73,569,198,188,11,0.467,0,0.636,7.8,2.7,2.6,0.2
394,1,2,1079,30523,9302,10094,924,0.596,0,0.646,28.3,8.6,9.4,0.9
395,1,3,446,11730,4507,2190,840,0.472,0.168,0.59,26.3,10.1,4.9,1.9
396,1,18,783,20785,8032,3666,1138,0.397,0.355,0.718,26.5,10.3,4.7,1.5
397,2,30,447,11246,3193,1200,1600,0.404,0.344,0.73,25.2,7.1,2.7,3.6
398,,,,,,,,,,,,,,
399,1,2,51,1756,520,357,371,0.359,0.305,0.449,34.4,10.2,7,7.3
400,1,28,9,29,8,11,1,0.273,0,1,3.2,0.9,1.2,0.1
401,1,2,136,4204,1664,621,386,0.437,0.324,0.659,30.9,12.2,4.6,2.8
402,2,32,72,867,390,232,42,0.522,0,0.706,12,5.4,3.2,0.6
403,1,2,183,5110,2680,654,768,0.409,0.346,0.755,27.9,14.6,3.6,4.2
404,1,27,183,3985,1326,1079,216,0.551,0.211,0.688,21.8,7.2,5.9,1.2
405,2,34,40,758,158,103,27,0.324,0.278,0.85,19,4,2.6,0.7
406,1,7,229,6374,3078,2047,589,0.493,0.255,0.712,27.8,13.4,8.9,2.6
407,2,48,163,3125,981,504,215,0.378,0.316,0.797,19.2,6,3.1,1.3
408,2,60,189,2745,787,593,126,0.436,0,0.671,14.5,4.2,3.1,0.7
409,2,41,132,1464,430,126,189,0.384,0.322,0.63,11.1,3.3,1,1.4
410,2,46,49,475,197,34,24,0.393,0.345,0.875,9.7,4,0.7,0.5
411,2,43,63,711,224,122,24,0.385,0.222,0.722,11.3,3.6,1.9,0.4
412,2,58,41,215,81,43,7,0.485,,0.739,5.2,2,1,0.2
413,1,29,394,7511,3009,875,889,0.404,0.354,0.824,19.1,7.6,2.2,2.3
414,2,42,302,8624,2842,1230,1012,0.413,0.376,0.767,28.6,9.4,4.1,3.4
415,2,58,2,23,9,4,1,0.3,0.25,1,11.5,4.5,2,0.5
416,1,19,113,1853,595,276,201,0.442,0.231,0.638,16.4,5.3,2.4,1.8
417,2,40,10,28,6,0,2,0.273,0,,2.8,0.6,0,0.2
418,2,48,711,24010,10787,5465,2369,0.486,0.337,0.779,33.8,15.2,7.7,3.3
419,1,26,504,9840,3888,958,1453,0.423,0.374,0.739,19.5,7.7,1.9,2.9
420,2,51,22,114,22,31,1,0.25,0,0.444,5.2,1,1.4,0
421,1,10,418,10690,4822,3221,490,0.556,0.111,0.69,25.6,11.5,7.7,1.2
422,2,37,473,8020,2209,1757,618,0.533,0,0.636,17,4.7,3.7,1.3
423,2,39,200,2475,1054,234,146,0.42,0.325,0.751,12.4,5.3,1.2,0.7
424,1,27,581,8908,3094,1093,748,0.39,0.367,0.858,15.3,5.3,1.9,1.3
425,1,24,421,5649,2312,1115,252,0.439,0.382,0.783,13.4,5.5,2.6,0.6
426,2,32,564,9685,2649,1588,1317,0.429,0.326,0.715,17.2,4.7,2.8,2.3
427,1,27,72,861,281,88,29,0.383,0.365,0.667,12,3.9,1.2,0.4
428,1,29,453,5335,975,1157,181,0.457,0.063,0.527,11.8,2.2,2.6,0.4
429,,,,,,,,,,,,,,
430,1,14,64,1293,450,359,98,0.514,0,0.71,20.2,7,5.6,1.5
431,1,10,156,4310,1144,815,311,0.408,0.324,0.652,27.6,7.3,5.2,2
432,2,40,178,5156,1821,521,422,0.434,0.38,0.777,29,10.2,2.9,2.4
433,1,26,111,2000,664,266,59,0.343,0.295,0.81,18,6,2.4,0.5
434,2,55,64,973,183,87,130,0.345,0.19,0.548,15.2,2.9,1.4,2
435,1,27,59,729,210,180,12,0.547,,0.667,12.4,3.6,3.1,0.2
436,2,31,311,8306,3727,995,391,0.45,0.376,0.861,26.7,12,3.2,1.3
437,2,32,50,347,116,89,9,0.45,,0.545,6.9,2.3,1.8,0.2
438,2,41,37,397,107,72,16,0.582,,0.518,10.7,2.9,1.9,0.4
439,2,43,483,11299,5750,1348,677,0.425,0.358,0.83,23.4,11.9,2.8,1.4
440,1,2,577,13491,7288,2772,750,0.464,0.351,0.761,23.4,12.6,4.8,1.3
441,2,52,138,1039,308,203,26,0.449,0.235,0.644,7.5,2.2,1.5,0.2
442,1,20,592,9806,3696,2017,439,0.47,0.338,0.78,16.6,6.2,3.4,0.7
443,1,29,51,507,169,99,11,0.469,,0.854,9.9,3.3,1.9,0.2
444,1,19,549,12280,4597,2093,850,0.424,0.365,0.806,22.4,8.4,3.8,1.5
445,2,47,76,879,219,214,12,0.416,,0.678,11.6,2.9,2.8,0.2
446,2,53,42,588,133,85,27,0.293,0.224,0.714,14,3.2,2,0.6
447,1,5,975,33740,22014,4628,5375,0.483,0.288,0.767,34.6,22.6,4.7,5.5
448,2,33,2,5,2,1,0,0.333,,,2.5,1,0.5,0
449,1,10,881,28333,12430,4387,2007,0.434,0.348,0.847,32.2,14.1,5,2.3
450,2,53,809,17219,6092,1934,658,0.403,0.362,0.747,21.3,7.5,2.4,0.8
451,2,49,16,156,32,32,0,0.405,,0.333,9.8,2,2,0
452,2,37,717,12405,5356,1223,1112,0.409,0.39,0.851,17.3,7.5,1.7,1.6
453,2,52,3,21,3,6,0,0.167,,0.25,7,1,2,0
454,,,,,,,,,,,,,,
455,1,17,21,69,19,9,3,0.571,0.4,0.5,3.3,0.9,0.4,0.1
456,2,48,64,979,230,115,47,0.43,0.346,0.693,15.3,3.6,1.8,0.7
457,1,10,128,1767,574,336,69,0.432,0.333,0.676,13.8,4.5,2.6,0.5
458,2,36,121,3386,1377,365,466,0.47,0.393,0.872,28,11.4,3,3.9
459,2,38,125,1951,486,175,153,0.424,0.297,0.758,15.6,3.9,1.4,1.2
460,1,17,139,1671,423,158,75,0.337,0.313,0.692,12,3,1.1,0.5
461,2,46,187,3072,1265,384,211,0.429,0.329,0.801,16.4,6.8,2.1,1.1
462,1,2,174,5356,2653,938,353,0.492,0.348,0.748,30.8,15.2,5.4,2
463,2,31,20,156,36,31,10,0.351,0.231,0.875,7.8,1.8,1.6,0.5
464,2,36,147,1684,509,353,69,0.402,0.36,0.663,11.5,3.5,2.4,0.5
465,2,48,40,435,93,57,45,0.326,0.236,0.72,10.9,2.3,1.4,1.1
466,1,15,386,12618,6590,2874,1459,0.507,0.284,0.746,32.7,17.1,7.4,3.8
467,2,43,28,277,109,38,21,0.336,0.371,0.769,9.9,3.9,1.4,0.8
468,1,14,383,7748,3019,2089,408,0.541,0.091,0.577,20.2,7.9,5.5,1.1
469,2,42,100,1272,345,95,75,0.381,0.394,0.7,12.7,3.5,1,0.8
470,1,10,235,3148,1416,236,323,0.412,0.381,0.876,13.4,6,1,1.4
471,2,40,336,5543,2239,1329,287,0.478,0.335,0.769,16.5,6.7,4,0.9
472,1,15,238,4635,1520,1345,174,0.48,0,0.553,19.5,6.4,5.7,0.7
473,2,37,5,39,4,3,6,0.154,0,,7.8,0.8,0.6,1.2
474,2,44,65,491,180,132,17,0.528,,0.852,7.6,2.8,2,0.3
475,1,10,548,16751,7776,1645,3137,0.388,0.346,0.795,30.6,14.2,3,5.7
476,2,41,523,11911,4880,1096,569,0.418,0.371,0.881,22.8,9.3,2.1,1.1
477,1,8,67,745,282,120,44,0.41,0.34,0.698,11.1,4.2,1.8,0.7
478,2,37,676,15819,4318,2777,583,0.455,0.334,0.662,23.4,6.4,4.1,0.9
479,1,6,272,6038,2148,1339,192,0.404,0.333,0.78,22.2,7.9,4.9,0.7
480,2,56,685,16061,7118,1834,2789,0.434,0.315,0.791,23.4,10.4,2.7,4.1
481,2,39,68,792,184,123,65,0.367,0.321,0.86,11.6,2.7,1.8,1
482,1,1,694,19728,6769,6057,1535,0.535,0.12,0.556,28.4,9.8,8.7,2.2
483,2,36,669,16346,7310,3943,786,0.443,0.366,0.77,24.4,10.9,5.9,1.2
484,1,8,429,11882,4797,1331,2495,0.433,0.289,0.815,27.7,11.2,3.1,5.8
485,2,43,671,14527,4257,1817,866,0.394,0.353,0.716,21.6,6.3,2.7,1.3
486,1,13,89,854,311,131,16,0.437,0.35,0.659,9.6,3.5,1.5,0.2
487,2,34,527,7793,2465,2326,196,0.5,0,0.498,14.8,4.7,4.4,0.4
488,2,42,487,11077,4817,1006,1096,0.414,0.304,0.725,22.7,9.9,2.1,2.3
489,2,48,1,6,4,1,0,0.667,,,6,4,1,0
490,1,15,151,2178,841,443,51,0.455,0.35,0.738,14.4,5.6,2.9,0.3
491,2,43,629,20104,11972,2411,1338,0.447,0.38,0.838,32,19,3.8,2.1
492,2,49,341,5289,1623,567,774,0.417,0.315,0.788,15.5,4.8,1.7,2.3
493,,,,,,,,,,,,,,
494,1,7,61,1848,901,464,70,0.426,0.345,0.867,30.3,14.8,7.6,1.1
495,1,5,130,2858,992,387,498,0.413,0.309,0.69,22,7.6,3,3.8
496,1,1,239,8306,5120,2779,561,0.542,0.389,0.834,34.8,21.4,11.6,2.3
497,2,36,30,225,63,57,4,0.467,,0.724,7.5,2.1,1.9,0.1
498,1,13,230,6601,3218,696,738,0.437,0.373,0.82,28.7,14,3,3.2
499,2,40,164,2398,711,374,96,0.444,0.369,0.705,14.6,4.3,2.3,0.6
500,2,44,113,1794,584,234,132,0.38,0.295,0.781,15.9,5.2,2.1,1.2
501,1,9,296,7169,3186,622,1088,0.403,0.34,0.792,24.2,10.8,2.1,3.7
502,1,26,295,6651,1356,1188,257,0.482,0.257,0.467,22.5,4.6,4,0.9
503,2,52,76,948,227,115,154,0.368,0.149,0.684,12.5,3,1.5,2
504,2,58,98,1397,379,266,50,0.418,0.343,0.867,14.3,3.9,2.7,0.5
505,1,2,428,8864,3809,1693,293,0.434,0.3,0.71,20.7,8.9,4,0.7
506,1,20,248,4553,1826,949,268,0.469,0.3,0.6,18.4,7.4,3.8,1.1
507,1,4,563,12822,4076,1841,614,0.406,0.337,0.744,22.8,7.2,3.3,1.1
508,1,16,378,5299,1815,842,222,0.41,0.406,0.747,14,4.8,2.2,0.6
509,1,23,525,10777,3640,2905,559,0.516,0.311,0.633,20.5,6.9,5.5,1.1
510,2,56,33,157,20,25,3,0.467,,0.462,4.8,0.6,0.8,0.1
511,1,5,423,13305,4545,1813,3366,0.382,0.32,0.834,31.5,10.7,4.3,8
512,1,6,163,3738,1504,307,634,0.4,0.338,0.809,22.9,9.2,1.9,3.9
513,1,18,551,16088,6977,1506,3316,0.46,0.359,0.77,29.2,12.7,2.7,6
514,1,28,584,12227,4654,1294,637,0.411,0.381,0.85,20.9,8,2.2,1.1
515,2,45,129,2011,590,243,353,0.441,0.288,0.581,15.6,4.6,1.9,2.7
516,1,3,547,16919,7574,1706,1607,0.429,0.373,0.82,30.9,13.8,3.1,2.9
517,2,31,271,6744,3405,1807,199,0.518,,0.76,24.9,12.6,6.7,0.7
518,2,34,641,17158,5703,1574,2401,0.417,0.351,0.793,26.8,8.9,2.5,3.7
519,1,7,776,18043,6874,2175,1198,0.425,0.283,0.714,23.3,8.9,2.8,1.5
520,2,41,70,780,135,194,25,0.483,,0.605,11.1,1.9,2.8,0.4
521,1,6,326,11561,6136,1388,1517,0.459,0.348,0.8,35.5,18.8,4.3,4.7
522,2,36,403,6826,3080,1567,322,0.553,0.037,0.661,16.9,7.6,3.9,0.8
523,2,37,91,867,288,149,44,0.442,0.306,0.685,9.5,3.2,1.6,0.5
524,1,14,249,5037,2479,506,331,0.431,0.368,0.741,20.2,10,2,1.3
525,2,47,26,325,129,39,20,0.405,0.324,0.794,12.5,5,1.5,0.8
526,1,26,19,86,40,19,4,0.486,0,0.462,4.5,2.1,1,0.2
527,2,46,215,2428,555,682,74,0.419,0.143,0.642,11.3,2.6,3.2,0.3
528,2,51,42,244,78,17,33,0.379,0.417,0.806,5.8,1.9,0.4,0.8
529,,,,,,,,,,,,,,
530,2,40,51,671,165,117,34,0.374,0.275,0.8,13.2,3.2,2.3,0.7
531,1,6,154,3675,1818,544,252,0.434,0.406,0.866,23.9,11.8,3.5,1.6
532,2,40,7,24,10,6,0,0.231,,1,3.4,1.4,0.9,0
533,2,56,6,29,5,4,0,0.4,,1,4.8,0.8,0.7,0
534,1,6,220,5732,2058,1590,317,0.512,0.25,0.625,26.1,9.4,7.2,1.4
535,1,1,402,13967,9385,4145,742,0.518,0.309,0.795,34.7,23.3,10.3,1.8
536,1,10,400,9630,3739,812,945,0.42,0.356,0.651,24.1,9.3,2,2.4
537,2,46,176,3196,891,277,191,0.437,0.4,0.864,18.2,5.1,1.6,1.1
538,2,45,75,888,265,227,26,0.438,0.347,0.629,11.8,3.5,3,0.3
539,1,11,337,3386,1050,1129,182,0.527,,0.738,10,3.1,3.4,0.5
540,1,21,624,18451,7924,1635,3044,0.472,0.39,0.854,29.6,12.7,2.6,4.9
541,1,27,503,8945,3282,1768,409,0.444,0.352,0.765,17.8,6.5,3.5,0.8
542,1,13,231,3049,907,531,182,0.499,0.262,0.584,13.2,3.9,2.3,0.8
543,1,12,292,3378,880,766,102,0.501,0.286,0.582,11.6,3,2.6,0.3
544,1,15,75,705,163,141,14,0.409,,0.39,9.4,2.2,1.9,0.2
545,2,43,26,172,50,19,7,0.457,0.421,0.556,6.6,1.9,0.7,0.3
546,1,4,887,31338,16604,3980,8672,0.472,0.372,0.868,35.3,18.7,4.5,9.8
547,2,33,758,16410,6575,3448,608,0.499,0.207,0.832,21.6,8.7,4.5,0.8
548,1,18,951,25763,11981,3025,2042,0.419,0.373,0.732,27.1,12.6,3.2,2.1
549,1,18,1025,29023,13986,6567,2254,0.495,0.265,0.817,28.3,13.6,6.4,2.2
550,2,48,11,55,11,11,2,0.444,,0.6,5,1,1,0.2
551,,,,,,,,,,,,,,
552,1,8,72,1513,410,153,224,0.361,0.314,0.721,21,5.7,2.1,3.1
553,2,44,38,327,112,53,22,0.415,0.311,0.714,8.6,2.9,1.4,0.6
554,1,4,186,5764,3312,1317,248,0.437,0.36,0.804,31,17.8,7.1,1.3
555,2,34,56,801,241,123,42,0.346,0.263,0.75,14.3,4.3,2.2,0.8
556,2,51,2,6,6,1,0,0.75,0,,3,3,0.5,0
557,1,24,334,8326,4035,794,569,0.426,0.344,0.808,24.9,12.1,2.4,1.7
558,2,48,69,1089,249,158,101,0.354,0.297,0.688,15.8,3.6,2.3,1.5
559,1,17,384,9737,2799,1316,721,0.396,0.338,0.763,25.4,7.3,3.4,1.9
560,2,38,5,24,8,1,3,0.429,0.25,0.5,4.8,1.6,0.2,0.6
561,2,39,255,6010,1731,1092,419,0.473,0.332,0.666,23.6,6.8,4.3,1.6
562,1,8,409,7692,3232,2389,322,0.497,0.136,0.699,18.8,7.9,5.8,0.8
563,1,6,479,14937,7356,2244,938,0.419,0.367,0.865,31.2,15.4,4.7,2
564,1,23,583,18144,7903,3170,1073,0.445,0.341,0.769,31.1,13.6,5.4,1.8
565,1,20,221,3064,894,769,132,0.51,0.172,0.542,13.9,4,3.5,0.6
566,1,29,189,2771,742,336,327,0.38,0.299,0.599,14.7,3.9,1.8,1.7
567,1,8,847,19299,7612,3925,834,0.442,0.388,0.823,22.8,9,4.6,1
568,1,30,829,24293,11232,7320,1825,0.535,0.034,0.772,29.3,13.5,8.8,2.2
569,2,54,16,93,45,19,3,0.425,0.308,0.875,5.8,2.8,1.2,0.2
570,2,43,936,27632,9869,4492,1946,0.425,0.354,0.723,29.5,10.5,4.8,2.1
571,1,9,233,3610,1516,1045,145,0.485,0,0.689,15.5,6.5,4.5,0.6
572,2,30,64,632,215,142,22,0.407,0.25,0.676,9.9,3.4,2.2,0.3
573,2,39,1,3,0,0,0,0,,,3,0,0,0
574,1,7,919,24630,10737,5687,1689,0.549,0.14,0.661,26.8,11.7,6.2,1.8
575,1,22,205,3318,1150,827,161,0.46,0.1,0.659,16.2,5.6,4,0.8
576,2,39,61,446,195,45,13,0.335,0.25,0.795,7.3,3.2,0.7,0.2
577,,,,,,,,,,,,,,
578,1,21,57,708,168,43,16,0.412,0.317,0.9,12.4,2.9,0.8,0.3
579,1,14,104,1513,587,173,229,0.388,0.331,0.75,14.5,5.6,1.7,2.2
580,2,48,29,159,55,34,8,0.564,,0.55,5.5,1.9,1.2,0.3
581,1,21,52,557,227,183,17,0.527,0,0.58,10.7,4.4,3.5,0.3
582,1,29,73,1054,183,179,23,0.347,0.309,0.217,14.4,2.5,2.5,0.3
583,1,12,380,9620,3318,2622,332,0.586,0,0.571,25.3,8.7,6.9,0.9
584,1,29,165,2396,1040,331,206,0.429,0.236,0.7,14.5,6.3,2,1.2
585,2,32,137,2084,732,192,67,0.396,0.385,0.886,15.2,5.3,1.4,0.5
586,1,28,143,1675,488,252,54,0.42,0.293,0.66,11.7,3.4,1.8,0.4
587,1,26,302,5238,1511,594,239,0.419,0.357,0.738,17.3,5,2,0.8
588,1,3,681,23029,15647,3447,4104,0.443,0.364,0.855,33.8,23,5.1,6
589,1,25,182,2896,1286,338,374,0.439,0.325,0.81,15.9,7.1,1.9,2.1
590,1,4,741,25428,17009,4857,6034,0.435,0.311,0.814,34.3,23,6.6,8.1
591,1,24,672,19415,8087,4840,437,0.512,0.363,0.762,28.9,12,7.2,0.7
592,2,32,8,20,8,3,0,0.364,0,0,2.5,1,0.4,0
593,2,56,25,95,23,26,3,0.529,,0.455,3.8,0.9,1,0.1
594,1,2,763,28357,20715,5438,2984,0.49,0.384,0.882,37.2,27.1,7.1,3.9
595,2,31,513,11524,5541,2533,355,0.535,0.3,0.785,22.5,10.8,4.9,0.7
596,2,35,514,10865,4111,2236,457,0.447,0.182,0.7,21.1,8,4.4,0.9
597,1,10,47,260,103,75,1,0.427,,0.589,5.5,2.2,1.6,0
598,1,25,473,7262,2202,1836,227,0.462,0.154,0.678,15.4,4.7,3.9,0.5
599,2,48,145,2348,670,330,115,0.47,0.316,0.815,16.2,4.6,2.3,0.8
