Player ID,Round,Overall Pick,Games,Minutes Played,Points,Total Rebounds,Assists ,Field Goal Percentage,3-Point Percentage,Free Throw Percentage,Minutes Per Game,Points Per Game,Total Rebounds Per Game,Assists Per Game
600,2,55,87,1150,334,310,35,0.452,0,0.688,13.2,3.8,3.6,0.4
601,1,12,97,1500,416,376,20,0.506,,0.61,15.5,4.3,3.9,0.2
602,2,35,14,73,20,8,1,0.462,0,0.615,5.2,1.4,0.6,0.1
603,1,12,908,18600,5358,4700,939,0.534,0.208,0.725,20.5,5.9,5.2,1
604,1,14,830,21623,7740,1877,3713,0.431,0.349,0.862,26.1,9.3,2.3,4.5
605,2,41,731,14783,6059,1303,1018,0.425,0.346,0.765,20.2,8.3,1.8,1.4
606,1,12,737,16164,5879,2784,998,0.415,0.378,0.758,21.9,8,3.8,1.4
607,2,40,878,19494,5593,1985,3871,0.411,0.324,0.703,22.2,6.4,2.3,4.4
608,2,42,466,11513,4189,1791,710,0.437,0.396,0.823,24.7,9,3.8,1.5
609,1,17,643,19641,7767,2863,1049,0.449,0.26,0.74,30.5,12.1,4.5,1.6
610,2,42,93,587,127,196,11,0.495,,0.659,6.3,1.4,2.1,0.1
611,,,,,,,,,,,,,,
612,1,6,25,494,126,91,15,0.38,0.342,0.714,19.8,5,3.6,0.6
613,2,33,55,819,184,118,48,0.436,0.182,0.778,14.9,3.3,2.1,0.9
614,2,35,29,338,129,98,22,0.589,,0.773,11.7,4.4,3.4,0.8
615,1,11,147,3261,1248,809,217,0.464,0.328,0.717,22.2,8.5,5.5,1.5
616,2,41,19,108,23,35,4,0.323,,0.6,5.7,1.2,1.8,0.2
617,2,47,66,402,108,38,21,0.286,0.243,0.75,6.1,1.6,0.6,0.3
618,1,5,210,3756,1392,555,255,0.418,0.328,0.835,17.9,6.6,2.6,1.2
619,1,4,255,6637,2894,1504,431,0.455,0.311,0.7,26,11.3,5.9,1.7
620,1,12,153,4297,2113,1002,367,0.433,0.358,0.821,28.1,13.8,6.5,2.4
621,1,2,359,11990,6197,1624,1362,0.442,0.35,0.802,33.4,17.3,4.5,3.8
622,1,19,285,4080,1700,857,126,0.467,0.321,0.773,14.3,6,3,0.4
623,2,49,392,5871,2246,1865,521,0.518,0.206,0.743,15,5.7,4.8,1.3
624,2,53,173,1890,346,252,119,0.408,0.355,0.549,10.9,2,1.5,0.7
625,1,29,51,542,143,126,24,0.485,0,0.597,10.6,2.8,2.5,0.5
626,1,22,749,21058,7468,2028,1299,0.451,0.388,0.856,28.1,10,2.7,1.7
627,1,11,752,19044,9234,1480,1459,0.448,0.414,0.89,25.3,12.3,2,1.9
628,2,41,27,156,42,33,4,0.514,,0.5,5.8,1.6,1.2,0.1
629,2,38,179,2660,854,243,432,0.388,0.353,0.847,14.9,4.8,1.4,2.4
630,2,44,6,9,0,4,0,0,,,1.5,0,0.7,0
631,1,1,1028,35557,17885,13005,1523,0.583,0.095,0.566,34.6,17.4,12.7,1.5
632,2,30,627,15051,4561,4511,734,0.51,0.024,0.631,24,7.3,7.2,1.2
633,2,36,81,789,186,49,104,0.387,0.235,0.571,9.7,2.3,0.6,1.3
634,1,15,71,605,123,53,50,0.324,0.269,0.606,8.5,1.7,0.7,0.7
635,2,42,1023,21293,7128,6034,1337,0.47,0,0.749,20.8,7,5.9,1.3
636,1,18,83,1117,258,278,64,0.421,0,0.742,13.5,3.1,3.3,0.8
637,1,15,400,5993,1817,1264,79,0.56,0,0.485,15,4.5,3.2,0.2
638,1,22,82,1061,204,191,67,0.303,0.295,0.687,12.9,2.5,2.3,0.8
639,2,32,22,213,37,13,46,0.333,0,0.5,9.7,1.7,0.6,2.1
640,1,5,1032,27812,10973,4376,2666,0.459,0.407,0.769,26.9,10.6,4.2,2.6
641,1,10,728,14134,5067,964,1601,0.416,0.349,0.799,19.4,7,1.3,2.2
642,1,13,187,4067,1690,409,227,0.422,0.339,0.813,21.7,9,2.2,1.2
643,,,,,,,,,,,,,,
644,1,1,5,90,34,13,15,0.35,,0.5,18,6.8,2.6,3
645,2,39,47,776,231,84,100,0.352,0.278,0.776,16.5,4.9,1.8,2.1
646,2,46,47,692,205,132,21,0.419,0.37,0.864,14.7,4.4,2.8,0.4
647,1,1,72,2464,1141,575,577,0.536,0,0.57,34.2,15.8,8,8
648,1,24,121,1997,744,221,129,0.39,0.323,0.834,16.5,6.1,1.8,1.1
649,1,26,9,56,15,8,3,0.25,0.25,0.5,6.2,1.7,0.9,0.3
650,1,3,130,3061,1679,693,135,0.513,0.111,0.682,23.5,12.9,5.3,1
651,2,35,113,1698,765,626,123,0.532,0.292,0.674,15,6.8,5.5,1.1
652,2,37,147,2455,1066,612,137,0.537,0.26,0.693,16.7,7.3,4.2,0.9
653,1,3,93,2689,2067,930,265,0.479,0.328,0.774,28.9,22.2,10,2.8
654,1,10,300,8854,3352,1271,1923,0.457,0.298,0.619,29.5,11.2,4.2,6.4
655,2,32,148,2092,782,324,95,0.412,0.29,0.776,14.1,5.3,2.2,0.6
656,2,39,296,6487,2205,1061,315,0.44,0.299,0.634,21.9,7.4,3.6,1.1
657,2,47,27,131,53,15,19,0.319,0.188,0.769,4.9,2,0.6,0.7
658,1,11,287,7893,3292,1357,1393,0.402,0.25,0.707,27.5,11.5,4.7,4.9
659,2,35,16,152,43,24,9,0.269,0.25,0.692,9.5,2.7,1.5,0.6
660,2,42,8,84,35,9,19,0.333,0.273,0.857,10.5,4.4,1.1,2.4
661,1,15,415,9542,3031,1488,363,0.474,0.33,0.607,23,7.3,3.6,0.9
662,2,45,113,1961,687,403,91,0.464,0.309,0.798,17.4,6.1,3.6,0.8
663,2,54,45,247,59,39,17,0.451,0.125,0.5,5.5,1.3,0.9,0.4
664,1,16,449,13417,6660,4401,975,0.5,0.318,0.727,29.9,14.8,9.8,2.2
665,2,50,388,6905,1847,1843,384,0.471,0.133,0.682,17.8,4.8,4.8,1
666,1,2,604,16813,6180,2888,2124,0.432,0.3,0.787,27.8,10.2,4.8,3.5
667,1,17,577,18909,8577,2122,3572,0.448,0.361,0.787,32.8,14.9,3.7,6.2
668,1,16,703,10612,5578,2871,458,0.459,0.357,0.798,15.1,7.9,4.1,0.7
669,1,12,813,25001,10940,4823,1275,0.499,0.327,0.676,30.8,13.5,5.9,1.6
670,1,21,328,5993,2114,703,243,0.369,0.359,0.813,18.3,6.4,2.1,0.7
671,2,38,135,1107,305,269,40,0.496,0,0.41,8.2,2.3,2,0.3
672,1,13,778,18017,4712,3036,1144,0.449,0.347,0.737,23.2,6.1,3.9,1.5
673,2,45,854,20797,11677,1821,2668,0.42,0.348,0.833,24.4,13.7,2.1,3.1
674,1,9,1037,35389,13052,5367,4595,0.465,0.334,0.713,34.1,12.6,5.2,4.4
675,1,16,247,4596,1519,602,375,0.403,0.343,0.752,18.6,6.1,2.4,1.5
676,1,26,886,21646,6814,6942,465,0.521,0.083,0.706,24.4,7.7,7.8,0.5
677,2,37,39,351,108,52,19,0.336,0.286,0.667,9,2.8,1.3,0.5
678,2,57,23,126,26,36,3,0.4,,0.5,5.5,1.1,1.6,0.1
679,1,20,334,8548,3096,830,1441,0.409,0.193,0.762,25.6,9.3,2.5,4.3
680,,,,,,,,,,,,,,
681,1,4,72,1784,895,323,105,0.417,0.26,0.624,24.8,12.4,4.5,1.5
682,2,32,16,171,43,28,8,0.283,0.296,0.833,10.7,2.7,1.8,0.5
683,2,54,13,110,27,20,8,0.25,0.194,1,8.5,2.1,1.5,0.6
684,1,4,118,2437,603,410,143,0.367,0.338,0.691,20.7,5.1,3.5,1.2
685,1,13,38,473,158,122,29,0.51,0,0.857,12.4,4.2,3.2,0.8
686,1,28,89,1749,777,424,91,0.482,0.396,0.757,19.7,8.7,4.8,1
687,2,34,125,2534,889,200,483,0.401,0.267,0.796,20.3,7.1,1.6,3.9
688,1,13,208,6703,4120,680,721,0.426,0.365,0.849,32.2,19.8,3.3,3.5
689,2,44,128,2800,958,267,375,0.378,0.302,0.771,21.9,7.5,2.1,2.9
690,1,14,218,5874,2982,904,229,0.5,0.283,0.754,26.9,13.7,4.1,1.1
691,1,18,177,2141,700,219,325,0.415,0.319,0.756,12.1,4,1.2,1.8
692,1,27,70,1929,815,198,232,0.444,0.39,0.856,27.6,11.6,2.8,3.3
693,1,5,331,6553,2365,2141,249,0.483,0.227,0.711,19.8,7.1,6.5,0.8
694,1,30,24,142,26,15,13,0.205,0.167,0.875,5.9,1.1,0.6,0.5
695,1,13,160,3083,802,253,779,0.399,0.37,0.611,19.3,5,1.6,4.9
696,1,13,512,13552,6081,2879,880,0.451,0.339,0.778,26.5,11.9,5.6,1.7
697,2,46,1,2,0,0,0,,,,2,0,0,0
698,1,14,261,3630,1138,778,134,0.403,0.328,0.664,13.9,4.4,3,0.5
699,2,48,8,32,10,2,1,0.4,0,0.5,4,1.3,0.3,0.1
700,1,15,690,15995,6220,3749,549,0.526,0.211,0.761,23.2,9,5.4,0.8
701,2,48,62,472,149,77,29,0.512,0.167,0.514,7.6,2.4,1.2,0.5
702,1,24,249,5965,2254,608,554,0.399,0.36,0.84,24,9.1,2.4,2.2
703,1,29,51,426,211,49,16,0.423,0.294,0.783,8.4,4.1,1,0.3
704,2,59,33,270,73,28,30,0.315,0.24,0.474,8.2,2.2,0.8,0.9
705,1,21,772,24550,8081,3714,6534,0.463,0.309,0.606,31.8,10.5,4.8,8.5
706,1,27,353,5281,1747,525,1183,0.409,0.337,0.739,15,4.9,1.5,3.4
707,1,21,618,13878,6807,1446,1826,0.423,0.36,0.796,22.5,11,2.3,3
708,2,57,750,19715,7644,6077,835,0.552,0.15,0.678,26.3,10.2,8.1,1.1
709,1,7,880,30549,13204,5395,2024,0.455,0.332,0.77,34.7,15,6.1,2.3
710,1,17,150,1550,640,312,85,0.427,0.273,0.733,10.3,4.3,2.1,0.6
711,1,9,846,26254,15994,6632,1050,0.537,0.236,0.761,31,18.9,7.8,1.2
712,1,22,287,5320,1488,516,304,0.393,0.352,0.769,18.5,5.2,1.8,1.1
713,2,51,73,524,186,124,11,0.507,,0.697,7.2,2.5,1.7,0.2
714,1,25,315,5005,1497,1238,101,0.49,0,0.657,15.9,4.8,3.9,0.3
715,,,,,,,,,,,,,,
716,1,15,60,1267,400,159,60,0.461,0.318,0.706,21.1,6.7,2.7,1
717,1,26,21,148,43,38,10,0.37,0.167,0.615,7,2,1.8,0.5
718,1,23,167,4067,1709,1006,342,0.458,0.238,0.763,24.4,10.2,6,2
719,1,10,332,9620,5694,971,949,0.456,0.413,0.843,29,17.2,2.9,2.9
720,2,39,206,2072,666,518,64,0.525,0.143,0.716,10.1,3.2,2.5,0.3
721,2,40,8,51,16,9,3,0.269,0.067,1,6.4,2,1.1,0.4
722,1,6,462,16808,10634,1886,2876,0.432,0.369,0.884,36.4,23,4.1,6.2
723,1,11,326,5167,1803,1222,259,0.466,0.373,0.824,15.8,5.5,3.7,0.8
724,2,40,387,8701,3968,1474,879,0.433,0.341,0.789,22.5,10.3,3.8,2.3
725,2,41,61,491,174,33,57,0.354,0.36,0.684,8,2.9,0.5,0.9
726,1,21,84,829,277,83,97,0.371,0.26,0.714,9.9,3.3,1,1.2
727,1,22,109,1470,537,161,94,0.421,0.31,0.669,13.5,4.9,1.5,0.9
728,2,34,47,401,157,49,56,0.458,0.4,0.679,8.5,3.3,1,1.2
729,1,22,80,1072,258,178,56,0.398,0.293,0.585,13.4,3.2,2.2,0.7
730,2,33,644,13812,3890,2453,450,0.469,0.335,0.644,21.4,6,3.8,0.7
731,2,38,150,1570,320,472,49,0.488,0,0.618,10.5,2.1,3.1,0.3
732,2,55,515,9336,4184,812,1158,0.432,0.391,0.846,18.1,8.1,1.6,2.2
733,1,13,481,10564,3250,1413,468,0.426,0.402,0.706,22,6.8,2.9,1
734,2,33,130,1488,344,513,55,0.534,0,0.375,11.4,2.6,3.9,0.4
735,2,36,467,9155,2475,3352,279,0.528,0,0.551,19.6,5.3,7.2,0.6
736,2,55,51,771,289,87,106,0.412,0.325,0.691,15.1,5.7,1.7,2.1
737,1,1,105,2028,840,656,51,0.574,,0.658,19.3,8,6.2,0.5
738,2,37,433,8271,2333,1686,901,0.463,0.34,0.705,19.1,5.4,3.9,2.1
739,2,42,2,37,10,11,1,0.273,0,1,18.5,5,5.5,0.5
740,2,52,17,74,27,10,11,0.28,0.182,0.917,4.4,1.6,0.6,0.6
741,2,53,18,58,22,7,2,0.281,0.2,0.5,3.2,1.2,0.4,0.1
742,1,4,402,7932,3093,1938,347,0.438,0.235,0.732,19.7,7.7,4.8,0.9
743,1,30,151,1821,477,518,65,0.459,0,0.728,12.1,3.2,3.4,0.4
744,2,31,67,583,182,68,35,0.438,0.34,0.676,8.7,2.7,1,0.5
745,1,6,580,13914,5056,1811,588,0.418,0.382,0.791,24,8.7,3.1,1
746,1,27,409,8185,3561,1470,321,0.435,0.335,0.763,20,8.7,3.6,0.8
747,1,13,564,12149,4183,898,1960,0.39,0.319,0.777,21.5,7.4,1.6,3.5
748,1,23,26,343,77,52,19,0.333,0.265,0.714,13.2,3,2,0.7
749,2,46,46,316,70,67,3,0.519,,0.5,6.9,1.5,1.5,0.1
750,1,23,622,13026,5273,1974,514,0.423,0.337,0.744,20.9,8.5,3.2,0.8
751,1,21,167,2060,691,385,105,0.452,0.357,0.603,12.3,4.1,2.3,0.6
752,1,19,1116,34616,18578,10208,2049,0.471,0.273,0.764,31,16.6,9.1,1.8
753,2,50,44,276,43,57,6,0.368,,0.556,6.3,1,1.3,0.1
754,1,28,27,266,77,21,40,0.356,0.267,0.9,9.9,2.9,0.8,1.5
755,,,,,,,,,,,,,,
756,1,5,65,1777,743,166,275,0.417,0.323,0.718,27.3,11.4,2.6,4.2
757,1,10,57,881,242,194,42,0.396,0.326,0.629,15.5,4.2,3.4,0.7
758,2,34,46,878,373,114,133,0.396,0.377,0.822,19.1,8.1,2.5,2.9
759,1,8,149,3122,1234,689,137,0.435,0.315,0.604,21,8.3,4.6,0.9
760,1,6,206,4643,1868,1136,266,0.517,0.188,0.647,22.5,9.1,5.5,1.3
761,1,8,261,5552,1834,549,422,0.386,0.349,0.805,21.3,7,2.1,1.6
762,1,7,342,8365,3081,864,395,0.417,0.353,0.783,24.5,9,2.5,1.2
763,2,36,154,2808,920,306,368,0.408,0.335,0.711,18.2,6,2,2.4
764,1,5,313,4204,1528,1507,190,0.47,0,0.505,13.4,4.9,4.8,0.6
765,2,36,103,1112,329,180,69,0.358,0.311,0.727,10.8,3.2,1.7,0.7
766,1,7,520,10911,2583,3363,246,0.513,0,0.566,21,5,6.5,0.5
767,2,35,24,120,28,24,9,0.314,0.2,0.714,5,1.2,1,0.4
768,2,60,473,14076,8923,1207,2430,0.439,0.361,0.877,29.8,18.9,2.6,5.1
769,1,5,535,17307,11518,5884,1725,0.46,0.338,0.737,32.3,21.5,11,3.2
770,2,33,264,7106,3612,3028,138,0.578,1,0.624,26.9,13.7,11.5,0.5
771,1,4,525,16840,8641,2519,2686,0.445,0.318,0.759,32.1,16.5,4.8,5.1
772,1,23,552,11439,4416,2240,636,0.451,0.369,0.678,20.7,8,4.1,1.2
773,2,31,237,2322,690,632,99,0.553,0.4,0.776,9.8,2.9,2.7,0.4
774,1,12,588,14819,5210,3880,635,0.496,0.143,0.657,25.2,8.9,6.6,1.1
775,2,42,37,303,90,35,29,0.365,0.4,0.857,8.2,2.4,0.9,0.8
776,2,43,7,19,3,2,2,0,0,0.75,2.7,0.4,0.3,0.3
777,1,10,684,15541,5932,3893,1271,0.457,0.35,0.716,22.7,8.7,5.7,1.9
778,1,19,143,1535,588,152,93,0.389,0.312,0.884,10.7,4.1,1.1,0.7
779,1,23,549,11853,4323,1400,747,0.427,0.357,0.799,21.6,7.9,2.6,1.4
780,1,26,714,21559,12396,2278,1352,0.437,0.384,0.87,30.2,17.4,3.2,1.9
781,1,28,300,4617,1745,405,752,0.401,0.341,0.831,15.4,5.8,1.4,2.5
782,2,58,10,110,27,25,3,0.323,,0.583,11,2.7,2.5,0.3
783,1,25,832,24731,9933,4838,1725,0.469,0.312,0.709,29.7,11.9,5.8,2.1
784,1,16,997,26695,11022,3971,2832,0.426,0.384,0.784,26.8,11.1,4,2.8
785,2,45,108,1063,329,178,66,0.413,0.125,0.69,9.8,3,1.6,0.6
786,,,,,,,,,,,,,,
787,1,29,17,139,54,26,9,0.485,0.615,0.7,8.2,3.2,1.5,0.5
788,1,29,111,1851,697,451,254,0.443,0.346,0.701,16.7,6.3,4.1,2.3
789,1,30,249,4399,1192,896,425,0.473,0.328,0.74,17.7,4.8,3.6,1.7
790,2,58,59,579,260,61,44,0.404,0.384,0.774,9.8,4.4,1,0.7
791,2,60,58,581,205,161,16,0.444,0.125,0.583,10,3.5,2.8,0.3
792,1,29,438,9102,3075,1068,1138,0.451,0.33,0.765,20.8,7,2.4,2.6
793,1,20,247,4320,1422,560,291,0.411,0.321,0.755,17.5,5.8,2.3,1.2
794,2,37,424,7054,2865,2153,349,0.524,0,0.608,16.6,6.8,5.1,0.8
795,2,53,119,1414,453,211,203,0.429,0.363,0.835,11.9,3.8,1.8,1.7
796,1,26,661,19058,7676,2098,2179,0.454,0.384,0.8,28.8,11.6,3.2,3.3
797,2,45,716,20061,9841,2173,3450,0.468,0.363,0.761,28,13.7,3,4.8
798,1,28,355,6812,2816,1779,423,0.555,0.143,0.697,19.2,7.9,5,1.2
799,2,33,13,39,14,12,3,0.318,,,3,1.1,0.9,0.2
800,2,59,30,170,51,31,6,0.365,0.375,0.636,5.7,1.7,1,0.2
801,1,28,539,8945,2765,2332,278,0.543,0,0.608,16.6,5.1,4.3,0.5
802,1,28,831,18185,6952,1712,2858,0.463,0.349,0.833,21.9,8.4,2.1,3.4
803,1,28,850,18386,9035,1720,1775,0.459,0.387,0.821,21.6,10.6,2,2.1
804,1,26,895,23672,8292,2603,2183,0.431,0.366,0.799,26.4,9.3,2.9,2.4
805,2,56,743,19001,8882,4941,1194,0.493,0.339,0.74,25.6,12,6.7,1.6
806,2,57,4,11,2,1,0,1,,,2.8,0.5,0.3,0
807,1,28,1190,37145,18904,3306,6812,0.493,0.325,0.752,31.2,15.9,2.8,5.7
808,,,,,,,,,,,,,,
809,1,23,66,1321,377,155,52,0.458,0.356,0.636,20,5.7,2.3,0.8
810,1,9,128,1982,657,513,67,0.624,0.5,0.57,15.5,5.1,4,0.5
811,1,27,128,2357,767,517,154,0.51,0.215,0.652,18.4,6,4,1.2
812,1,20,115,1943,752,255,264,0.459,0.362,0.796,16.9,6.5,2.2,2.3
813,1,20,31,173,43,29,9,0.274,0.214,0.75,5.6,1.4,0.9,0.3
814,1,8,409,9768,3929,1083,397,0.422,0.371,0.797,23.9,9.6,2.6,1
815,2,37,320,5139,1566,1134,204,0.446,0.349,0.761,16.1,4.9,3.5,0.6
816,1,5,433,11056,5046,3684,318,0.558,0.429,0.785,25.5,11.7,8.5,0.7
817,1,13,554,11426,3677,3608,435,0.565,0,0.579,20.6,6.6,6.5,0.8
818,1,9,668,22764,13167,2711,2036,0.448,0.289,0.827,34.1,19.7,4.1,3
819,1,17,662,16389,6611,4173,885,0.465,0.25,0.755,24.8,10,6.3,1.3
820,1,1,550,15806,7873,2541,653,0.439,0.354,0.824,28.7,14.3,4.6,1.2
821,2,35,492,13695,3640,2793,717,0.427,0.356,0.749,27.8,7.4,5.7,1.5
822,1,7,656,13578,6808,3019,549,0.435,0.341,0.772,20.7,10.4,4.6,0.8
823,1,16,377,6117,2239,1058,207,0.483,0.3,0.815,16.2,5.9,2.8,0.5
824,2,41,85,987,341,78,165,0.387,0.189,0.746,11.6,4,0.9,1.9
825,2,58,20,72,38,14,1,0.538,0.5,0.692,3.6,1.9,0.7,0.1
826,1,8,139,1585,389,395,41,0.405,0.25,0.679,11.4,2.8,2.8,0.3
827,1,4,893,31936,17189,7592,1795,0.494,0.335,0.799,35.8,19.2,8.5,2
828,1,20,346,5956,2213,572,353,0.4,0.358,0.703,17.2,6.4,1.7,1
829,1,17,173,2016,483,591,93,0.477,0.143,0.511,11.7,2.8,3.4,0.5
830,1,21,711,19366,7628,2483,1090,0.418,0.373,0.773,27.2,10.7,3.5,1.5
831,,,,,,,,,,,,,,
832,1,24,1,2,0,0,0,,,,2,0,0,0
833,1,30,55,1182,364,206,65,0.461,0.397,0.656,21.5,6.6,3.7,1.2
834,2,42,11,34,11,6,2,0.333,0.2,0.667,3.1,1,0.5,0.2
835,1,12,133,3221,1347,516,231,0.415,0.37,0.82,24.2,10.1,3.9,1.7
836,2,42,89,1823,643,210,212,0.411,0.305,0.788,20.5,7.2,2.4,2.4
837,2,52,18,91,31,27,2,0.545,0.2,0.5,5.1,1.7,1.5,0.1
838,2,60,21,581,212,71,53,0.461,0.308,0.781,27.7,10.1,3.4,2.5
839,1,12,217,3845,1611,856,209,0.433,0.358,0.703,17.7,7.4,3.9,1
840,1,5,154,3125,842,272,325,0.388,0.305,0.748,20.3,5.5,1.8,2.1
841,1,23,241,6640,3127,734,477,0.417,0.368,0.829,27.6,13,3,2
842,2,35,28,151,67,40,7,0.581,,0.531,5.4,2.4,1.4,0.3
843,1,14,273,4720,2463,756,151,0.473,0.319,0.748,17.3,9,2.8,0.6
844,1,21,369,9120,3069,2468,553,0.506,0.317,0.784,24.7,8.3,6.7,1.5
845,2,46,52,452,159,37,42,0.377,0.288,0.857,8.7,3.1,0.7,0.8
846,2,47,17,52,15,4,2,0.25,0.2,,3.1,0.9,0.2,0.1
847,1,3,515,11278,6014,3763,373,0.54,0.294,0.779,21.9,11.7,7.3,0.7
848,1,12,361,7630,3508,1059,597,0.426,0.352,0.764,21.1,9.7,2.9,1.7
849,1,9,517,16169,8079,2150,1762,0.444,0.368,0.82,31.3,15.6,4.2,3.4
850,2,55,249,2621,877,640,107,0.568,0.231,0.687,10.5,3.5,2.6,0.4
851,1,20,267,3896,1141,348,760,0.392,0.35,0.721,14.6,4.3,1.3,2.8
852,1,23,642,10734,3735,3264,321,0.536,0,0.588,16.7,5.8,5.1,0.5
853,1,25,38,361,119,46,12,0.381,0.292,0.743,9.5,3.1,1.2,0.3
854,1,14,502,11539,3940,1427,828,0.49,0.254,0.675,23,7.8,2.8,1.6
855,2,46,68,711,140,69,119,0.34,0.25,0.643,10.5,2.1,1,1.8
856,2,47,867,25549,12306,6441,2005,0.491,0.33,0.735,29.5,14.2,7.4,2.3
857,1,3,845,28865,13804,2619,6819,0.445,0.357,0.822,34.2,16.3,3.1,8.1
858,2,34,777,16102,7644,1883,855,0.416,0.363,0.808,20.7,9.8,2.4,1.1
859,2,51,23,212,49,43,17,0.404,,0.5,9.2,2.1,1.9,0.7
860,1,14,800,14232,5350,4314,556,0.463,0.293,0.7,17.8,6.7,5.4,0.7
861,1,16,211,3540,1333,491,241,0.438,0.327,0.699,16.8,6.3,2.3,1.1
862,1,21,6,28,4,9,0,0,,0.5,4.7,0.7,1.5,0
863,1,19,567,8888,2787,1000,517,0.404,0.346,0.673,15.7,4.9,1.8,0.9
864,2,47,818,23872,10759,2264,3990,0.434,0.378,0.871,29.2,13.2,2.8,4.9
865,1,19,85,772,197,189,18,0.344,0,0.539,9.1,2.3,2.2,0.2
866,2,47,72,631,142,242,26,0.491,0,0.537,8.8,2,3.4,0.4
867,1,24,113,2135,733,194,428,0.429,0.346,0.853,18.9,6.5,1.7,3.8
868,2,53,542,8542,2095,1579,419,0.455,0,0.699,15.8,3.9,2.9,0.8
869,1,23,824,18396,5930,1832,1355,0.406,0.34,0.698,22.3,7.2,2.2,1.6
870,2,50,19,85,22,12,2,0.4,0.333,0.75,4.5,1.2,0.6,0.1
871,,,,,,,,,,,,,,
872,1,19,204,3761,1335,410,609,0.413,0.32,0.796,18.4,6.5,2,3
873,2,46,292,8125,4162,955,819,0.444,0.337,0.806,27.8,14.3,3.3,2.8
874,1,3,335,8849,3487,1635,460,0.485,0.4,0.788,26.4,10.4,4.9,1.4
875,2,38,84,1575,461,185,209,0.423,0.261,0.635,18.8,5.5,2.2,2.5
876,1,3,397,13435,7416,1475,1339,0.446,0.394,0.794,33.8,18.7,3.7,3.4
877,2,32,121,2110,604,269,341,0.489,0.4,0.752,17.4,5,2.2,2.8
878,1,6,162,2455,590,562,96,0.521,0,0.408,15.2,3.6,3.5,0.6
879,1,18,148,2605,612,472,92,0.376,0.319,0.633,17.6,4.1,3.2,0.6
880,2,34,390,6930,2489,762,1189,0.427,0.328,0.746,17.8,6.4,2,3
881,1,1,537,19300,10135,2349,4953,0.432,0.325,0.786,35.9,18.9,4.4,9.2
882,1,30,72,591,207,90,35,0.347,0.269,0.767,8.2,2.9,1.3,0.5
883,2,35,185,3453,1123,697,237,0.454,0.372,0.748,18.7,6.1,3.8,1.3
884,2,32,65,786,351,108,48,0.441,0.284,0.73,12.1,5.4,1.7,0.7
885,1,18,550,9248,4116,2625,186,0.557,0.067,0.583,16.8,7.5,4.8,0.3
886,2,47,181,3016,1079,401,153,0.446,0.369,0.76,16.7,6,2.2,0.8
887,1,16,707,16170,8125,1402,681,0.419,0.376,0.835,22.9,11.5,2,1
888,2,47,342,5348,939,1169,422,0.419,0.188,0.658,15.6,2.7,3.4,1.2
889,1,18,111,1044,438,266,20,0.386,0.29,0.793,9.4,3.9,2.4,0.2
890,1,5,909,22724,10101,2025,3728,0.434,0.326,0.798,25,11.1,2.2,4.1
891,2,32,6,20,11,4,0,0.5,,0.5,3.3,1.8,0.7,0
892,1,10,427,9898,3553,1330,459,0.415,0.356,0.798,23.2,8.3,3.1,1.1
893,2,38,870,20823,5662,1816,3446,0.401,0.383,0.779,23.9,6.5,2.1,4
894,1,11,629,13579,3003,2563,798,0.426,0.25,0.583,21.6,4.8,4.1,1.3
895,1,17,436,8509,3678,816,775,0.413,0.341,0.833,19.5,8.4,1.9,1.8
896,2,40,82,2117,896,210,177,0.402,0.361,0.849,25.8,10.9,2.6,2.2
897,1,1,607,13389,4035,3333,554,0.492,0.111,0.57,22.1,6.6,5.5,0.9
898,2,35,17,180,51,22,10,0.322,0.167,0.625,10.6,3,1.3,0.6