Player ID,Overall Pick,Games,Minutes Played,Free Throw Percentage,Minutes Per Game,Points Per Game,Total Rebounds Per Game
452,37,717,12405,0.851,17.3,7.5,1.7
453,52,3,21,0.25,7,1,2
455,17,21,69,0.5,3.3,0.9,0.4
456,48,64,979,0.693,15.3,3.6,1.8
457,10,128,1767,0.676,13.8,4.5,2.6
458,36,121,3386,0.872,28,11.4,3
459,38,125,1951,0.758,15.6,3.9,1.4
460,17,139,1671,0.692,12,3,1.1
461,46,187,3072,0.801,16.4,6.8,2.1
462,2,174,5356,0.748,30.8,15.2,5.4
463,31,20,156,0.875,7.8,1.8,1.6
464,36,147,1684,0.663,11.5,3.5,2.4
465,48,40,435,0.72,10.9,2.3,1.4
466,15,386,12618,0.746,32.7,17.1,7.4
467,43,28,277,0.769,9.9,3.9,1.4
468,14,383,7748,0.577,20.2,7.9,5.5
469,42,100,1272,0.7,12.7,3.5,1
470,10,235,3148,0.876,13.4,6,1
471,40,336,5543,0.769,16.5,6.7,4
472,15,238,4635,0.553,19.5,6.4,5.7
473,37,5,39,,7.8,0.8,0.6
474,44,65,491,0.852,7.6,2.8,2
475,10,548,16751,0.795,30.6,14.2,3
476,41,523,11911,0.881,22.8,9.3,2.1
477,8,67,745,0.698,11.1,4.2,1.8
478,37,676,15819,0.662,23.4,6.4,4.1
479,6,272,6038,0.78,22.2,7.9,4.9
480,56,685,16061,0.791,23.4,10.4,2.7
481,39,68,792,0.86,11.6,2.7,1.8
482,1,694,19728,0.556,28.4,9.8,8.7
483,36,669,16346,0.77,24.4,10.9,5.9
484,8,429,11882,0.815,27.7,11.2,3.1
485,43,671,14527,0.716,21.6,6.3,2.7
486,13,89,854,0.659,9.6,3.5,1.5
487,34,527,7793,0.498,14.8,4.7,4.4
488,42,487,11077,0.725,22.7,9.9,2.1
489,48,1,6,,6,4,1
490,15,151,2178,0.738,14.4,5.6,2.9
491,43,629,20104,0.838,32,19,3.8
492,49,341,5289,0.788,15.5,4.8,1.7
494,7,61,1848,0.867,30.3,14.8,7.6
495,5,130,2858,0.69,22,7.6,3
496,1,239,8306,0.834,34.8,21.4,11.6
497,36,30,225,0.724,7.5,2.1,1.9
498,13,230,6601,0.82,28.7,14,3
499,40,164,2398,0.705,14.6,4.3,2.3
500,44,113,1794,0.781,15.9,5.2,2.1
501,9,296,7169,0.792,24.2,10.8,2.1
502,26,295,6651,0.467,22.5,4.6,4
503,52,76,948,0.684,12.5,3,1.5
504,58,98,1397,0.867,14.3,3.9,2.7
505,2,428,8864,0.71,20.7,8.9,4
506,20,248,4553,0.6,18.4,7.4,3.8
507,4,563,12822,0.744,22.8,7.2,3.3
508,16,378,5299,0.747,14,4.8,2.2
509,23,525,10777,0.633,20.5,6.9,5.5
510,56,33,157,0.462,4.8,0.6,0.8
511,5,423,13305,0.834,31.5,10.7,4.3
512,6,163,3738,0.809,22.9,9.2,1.9
513,18,551,16088,0.77,29.2,12.7,2.7
514,28,584,12227,0.85,20.9,8,2.2
515,45,129,2011,0.581,15.6,4.6,1.9
516,3,547,16919,0.82,30.9,13.8,3.1
517,31,271,6744,0.76,24.9,12.6,6.7
518,34,641,17158,0.793,26.8,8.9,2.5
519,7,776,18043,0.714,23.3,8.9,2.8
520,41,70,780,0.605,11.1,1.9,2.8
521,6,326,11561,0.8,35.5,18.8,4.3
522,36,403,6826,0.661,16.9,7.6,3.9
523,37,91,867,0.685,9.5,3.2,1.6
524,14,249,5037,0.741,20.2,10,2
525,47,26,325,0.794,12.5,5,1.5
526,26,19,86,0.462,4.5,2.1,1
527,46,215,2428,0.642,11.3,2.6,3.2
528,51,42,244,0.806,5.8,1.9,0.4
529,,,,,,,
530,40,51,671,0.8,13.2,3.2,2.3
531,6,154,3675,0.866,23.9,11.8,3.5
532,40,7,24,1,3.4,1.4,0.9
533,56,6,29,1,4.8,0.8,0.7
534,6,220,5732,0.625,26.1,9.4,7.2
535,1,402,13967,0.795,34.7,23.3,10.3
536,10,400,9630,0.651,24.1,9.3,2
537,46,176,3196,0.864,18.2,5.1,1.6
538,45,75,888,0.629,11.8,3.5,3
539,11,337,3386,0.738,10,3.1,3.4
540,21,624,18451,0.854,29.6,12.7,2.6
541,27,503,8945,0.765,17.8,6.5,3.5
542,13,231,3049,0.584,13.2,3.9,2.3
543,12,292,3378,0.582,11.6,3,2.6
544,15,75,705,0.39,9.4,2.2,1.9
545,43,26,172,0.556,6.6,1.9,0.7
546,4,887,31338,0.868,35.3,18.7,4.5
547,33,758,16410,0.832,21.6,8.7,4.5
548,18,951,25763,0.732,27.1,12.6,3.2
549,18,1025,29023,0.817,28.3,13.6,6.4
550,48,11,55,0.6,5,1,1
552,8,72,1513,0.721,21,5.7,2.1
553,44,38,327,0.714,8.6,2.9,1.4
554,4,186,5764,0.804,31,17.8,7.1
555,34,56,801,0.75,14.3,4.3,2.2
556,51,2,6,,3,3,0.5
557,24,334,8326,0.808,24.9,12.1,2.4
558,48,69,1089,0.688,15.8,3.6,2.3
559,17,384,9737,0.763,25.4,7.3,3.4
560,38,5,24,0.5,4.8,1.6,0.2
561,39,255,6010,0.666,23.6,6.8,4.3
562,8,409,7692,0.699,18.8,7.9,5.8
563,6,479,14937,0.865,31.2,15.4,4.7
564,23,583,18144,0.769,31.1,13.6,5.4
565,20,221,3064,0.542,13.9,4,3.5
566,29,189,2771,0.599,14.7,3.9,1.8
567,8,847,19299,0.823,22.8,9,4.6
568,30,829,24293,0.772,29.3,13.5,8.8
569,54,16,93,0.875,5.8,2.8,1.2
570,43,936,27632,0.723,29.5,10.5,4.8
571,9,233,3610,0.689,15.5,6.5,4.5
572,30,64,632,0.676,9.9,3.4,2.2
573,39,1,3,,3,0,0
574,7,919,24630,0.661,26.8,11.7,6.2
575,22,205,3318,0.659,16.2,5.6,4
576,39,61,446,0.795,7.3,3.2,0.7
578,21,57,708,0.9,12.4,2.9,0.8
579,14,104,1513,0.75,14.5,5.6,1.7
580,48,29,159,0.55,5.5,1.9,1.2
581,21,52,557,0.58,10.7,4.4,3.5
582,29,73,1054,0.217,14.4,2.5,2.5
583,12,380,9620,0.571,25.3,8.7,6.9
584,29,165,2396,0.7,14.5,6.3,2
585,32,137,2084,0.886,15.2,5.3,1.4
586,28,143,1675,0.66,11.7,3.4,1.8
587,26,302,5238,0.738,17.3,5,2
588,3,681,23029,0.855,33.8,23,5.1
589,25,182,2896,0.81,15.9,7.1,1.9
590,4,741,25428,0.814,34.3,23,6.6
591,24,672,19415,0.762,28.9,12,7.2
592,32,8,20,0,2.5,1,0.4
593,56,25,95,0.455,3.8,0.9,1
594,2,763,28357,0.882,37.2,27.1,7.1
595,31,513,11524,0.785,22.5,10.8,4.9
596,35,514,10865,0.7,21.1,8,4.4
597,10,47,260,0.589,5.5,2.2,1.6
598,25,473,7262,0.678,15.4,4.7,3.9
599,48,145,2348,0.815,16.2,4.6,2.3
600,55,87,1150,0.688,13.2,3.8,3.6
601,12,97,1500,0.61,15.5,4.3,3.9
602,35,14,73,0.615,5.2,1.4,0.6
603,12,908,18600,0.725,20.5,5.9,5.2
604,14,830,21623,0.862,26.1,9.3,2.3
605,41,731,14783,0.765,20.2,8.3,1.8
606,12,737,16164,0.758,21.9,8,3.8
607,40,878,19494,0.703,22.2,6.4,2.3
608,42,466,11513,0.823,24.7,9,3.8
609,17,643,19641,0.74,30.5,12.1,4.5
610,42,93,587,0.659,6.3,1.4,2.1
612,6,25,494,0.714,19.8,5,3.6
613,33,55,819,0.778,14.9,3.3,2.1
614,35,29,338,0.773,11.7,4.4,3.4
615,11,147,3261,0.717,22.2,8.5,5.5
616,41,19,108,0.6,5.7,1.2,1.8
617,47,66,402,0.75,6.1,1.6,0.6
618,5,210,3756,0.835,17.9,6.6,2.6
619,4,255,6637,0.7,26,11.3,5.9
620,12,153,4297,0.821,28.1,13.8,6.5
621,2,359,11990,0.802,33.4,17.3,4.5
622,19,285,4080,0.773,14.3,6,3
623,49,392,5871,0.743,15,5.7,4.8
624,53,173,1890,0.549,10.9,2,1.5
625,29,51,542,0.597,10.6,2.8,2.5
626,22,749,21058,0.856,28.1,10,2.7
627,11,752,19044,0.89,25.3,12.3,2
628,41,27,156,0.5,5.8,1.6,1.2
629,38,179,2660,0.847,14.9,4.8,1.4
630,44,6,9,,1.5,0,0.7
631,1,1028,35557,0.566,34.6,17.4,12.7
632,30,627,15051,0.631,24,7.3,7.2
633,36,81,789,0.571,9.7,2.3,0.6
634,15,71,605,0.606,8.5,1.7,0.7
635,42,1023,21293,0.749,20.8,7,5.9
636,18,83,1117,0.742,13.5,3.1,3.3
637,15,400,5993,0.485,15,4.5,3.2
638,22,82,1061,0.687,12.9,2.5,2.3
639,32,22,213,0.5,9.7,1.7,0.6
640,5,1032,27812,0.769,26.9,10.6,4.2
641,10,728,14134,0.799,19.4,7,1.3
642,13,187,4067,0.813,21.7,9,2.2
644,1,5,90,0.5,18,6.8,2.6
645,39,47,776,0.776,16.5,4.9,1.8
646,46,47,692,0.864,14.7,4.4,2.8
647,1,72,2464,0.57,34.2,15.8,8
648,24,121,1997,0.834,16.5,6.1,1.8
649,26,9,56,0.5,6.2,1.7,0.9
650,3,130,3061,0.682,23.5,12.9,5.3
651,35,113,1698,0.674,15,6.8,5.5
652,37,147,2455,0.693,16.7,7.3,4.2
653,3,93,2689,0.774,28.9,22.2,10
654,10,300,8854,0.619,29.5,11.2,4.2
655,32,148,2092,0.776,14.1,5.3,2.2
656,39,296,6487,0.634,21.9,7.4,3.6
657,47,27,131,0.769,4.9,2,0.6
658,11,287,7893,0.707,27.5,11.5,4.7
659,35,16,152,0.692,9.5,2.7,1.5
660,42,8,84,0.857,10.5,4.4,1.1
661,15,415,9542,0.607,23,7.3,3.6
662,45,113,1961,0.798,17.4,6.1,3.6
663,54,45,247,0.5,5.5,1.3,0.9
664,16,449,13417,0.727,29.9,14.8,9.8
665,50,388,6905,0.682,17.8,4.8,4.8
666,2,604,16813,0.787,27.8,10.2,4.8
667,17,577,18909,0.787,32.8,14.9,3.7
668,16,703,10612,0.798,15.1,7.9,4.1
669,12,813,25001,0.676,30.8,13.5,5.9
670,21,328,5993,0.813,18.3,6.4,2.1
671,38,135,1107,0.41,8.2,2.3,2
672,13,778,18017,0.737,23.2,6.1,3.9
673,45,854,20797,0.833,24.4,13.7,2.1
674,9,1037,35389,0.713,34.1,12.6,5.2
675,16,247,4596,0.752,18.6,6.1,2.4
676,26,886,21646,0.706,24.4,7.7,7.8
677,37,39,351,0.667,9,2.8,1.3
678,57,23,126,0.5,5.5,1.1,1.6
679,20,334,8548,0.762,25.6,9.3,2.5
681,4,72,1784,0.624,24.8,12.4,4.5
682,32,16,171,0.833,10.7,2.7,1.8
683,54,13,110,1,8.5,2.1,1.5
684,4,118,2437,0.691,20.7,5.1,3.5
685,13,38,473,0.857,12.4,4.2,3.2
686,28,89,1749,0.757,19.7,8.7,4.8
687,34,125,2534,0.796,20.3,7.1,1.6
688,13,208,6703,0.849,32.2,19.8,3.3
689,44,128,2800,0.771,21.9,7.5,2.1
690,14,218,5874,0.754,26.9,13.7,4.1
691,18,177,2141,0.756,12.1,4,1.2
692,27,70,1929,0.856,27.6,11.6,2.8
693,5,331,6553,0.711,19.8,7.1,6.5
694,30,24,142,0.875,5.9,1.1,0.6
695,13,160,3083,0.611,19.3,5,1.6
696,13,512,13552,0.778,26.5,11.9,5.6
697,46,1,2,,2,0,0
698,14,261,3630,0.664,13.9,4.4,3
699,48,8,32,0.5,4,1.3,0.3
700,15,690,15995,0.761,23.2,9,5.4
701,48,62,472,0.514,7.6,2.4,1.2
702,24,249,5965,0.84,24,9.1,2.4
703,29,51,426,0.783,8.4,4.1,1
704,59,33,270,0.474,8.2,2.2,0.8
705,21,772,24550,0.606,31.8,10.5,4.8
706,27,353,5281,0.739,15,4.9,1.5
707,21,618,13878,0.796,22.5,11,2.3
708,57,750,19715,0.678,26.3,10.2,8.1
709,7,880,30549,0.77,34.7,15,6.1
710,17,150,1550,0.733,10.3,4.3,2.1
711,9,846,26254,0.761,31,18.9,7.8
712,22,287,5320,0.769,18.5,5.2,1.8
713,51,73,524,0.697,7.2,2.5,1.7
714,25,315,5005,0.657,15.9,4.8,3.9
716,15,60,1267,0.706,21.1,6.7,2.7
717,26,21,148,0.615,7,2,1.8
718,23,167,4067,0.763,24.4,10.2,6
719,10,332,9620,0.843,29,17.2,2.9
720,39,206,2072,0.716,10.1,3.2,2.5
721,40,8,51,1,6.4,2,1.1
722,6,462,16808,0.884,36.4,23,4.1
723,11,326,5167,0.824,15.8,5.5,3.7
724,40,387,8701,0.789,22.5,10.3,3.8
725,41,61,491,0.684,8,2.9,0.5
726,21,84,829,0.714,9.9,3.3,1
727,22,109,1470,0.669,13.5,4.9,1.5
728,34,47,401,0.679,8.5,3.3,1
729,22,80,1072,0.585,13.4,3.2,2.2
730,33,644,13812,0.644,21.4,6,3.8
731,38,150,1570,0.618,10.5,2.1,3.1
732,55,515,9336,0.846,18.1,8.1,1.6
733,13,481,10564,0.706,22,6.8,2.9
734,33,130,1488,0.375,11.4,2.6,3.9
735,36,467,9155,0.551,19.6,5.3,7.2
736,55,51,771,0.691,15.1,5.7,1.7
737,1,105,2028,0.658,19.3,8,6.2
738,37,433,8271,0.705,19.1,5.4,3.9
739,42,2,37,1,18.5,5,5.5
740,52,17,74,0.917,4.4,1.6,0.6
741,53,18,58,0.5,3.2,1.2,0.4
742,4,402,7932,0.732,19.7,7.7,4.8
743,30,151,1821,0.728,12.1,3.2,3.4
744,31,67,583,0.676,8.7,2.7,1
745,6,580,13914,0.791,24,8.7,3.1
746,27,409,8185,0.763,20,8.7,3.6
747,13,564,12149,0.777,21.5,7.4,1.6
748,23,26,343,0.714,13.2,3,2
749,46,46,316,0.5,6.9,1.5,1.5
750,23,622,13026,0.744,20.9,8.5,3.2
751,21,167,2060,0.603,12.3,4.1,2.3
752,19,1116,34616,0.764,31,16.6,9.1
753,50,44,276,0.556,6.3,1,1.3
754,28,27,266,0.9,9.9,2.9,0.8
756,5,65,1777,0.718,27.3,11.4,2.6
757,10,57,881,0.629,15.5,4.2,3.4
758,34,46,878,0.822,19.1,8.1,2.5
759,8,149,3122,0.604,21,8.3,4.6
760,6,206,4643,0.647,22.5,9.1,5.5
761,8,261,5552,0.805,21.3,7,2.1
762,7,342,8365,0.783,24.5,9,2.5
763,36,154,2808,0.711,18.2,6,2
764,5,313,4204,0.505,13.4,4.9,4.8
765,36,103,1112,0.727,10.8,3.2,1.7
766,7,520,10911,0.566,21,5,6.5
767,35,24,120,0.714,5,1.2,1
768,60,473,14076,0.877,29.8,18.9,2.6
769,5,535,17307,0.737,32.3,21.5,11
770,33,264,7106,0.624,26.9,13.7,11.5
771,4,525,16840,0.759,32.1,16.5,4.8
772,23,552,11439,0.678,20.7,8,4.1
773,31,237,2322,0.776,9.8,2.9,2.7
774,12,588,14819,0.657,25.2,8.9,6.6
775,42,37,303,0.857,8.2,2.4,0.9
776,43,7,19,0.75,2.7,0.4,0.3
777,10,684,15541,0.716,22.7,8.7,5.7
778,19,143,1535,0.884,10.7,4.1,1.1
779,23,549,11853,0.799,21.6,7.9,2.6
780,26,714,21559,0.87,30.2,17.4,3.2
781,28,300,4617,0.831,15.4,5.8,1.4
782,58,10,110,0.583,11,2.7,2.5
783,25,832,24731,0.709,29.7,11.9,5.8
784,16,997,26695,0.784,26.8,11.1,4
785,45,108,1063,0.69,9.8,3,1.6
787,29,17,139,0.7,8.2,3.2,1.5
788,29,111,1851,0.701,16.7,6.3,4.1
789,30,249,4399,0.74,17.7,4.8,3.6
790,58,59,579,0.774,9.8,4.4,1
791,60,58,581,0.583,10,3.5,2.8
792,29,438,9102,0.765,20.8,7,2.4
793,20,247,4320,0.755,17.5,5.8,2.3
794,37,424,7054,0.608,16.6,6.8,5.1
795,53,119,1414,0.835,11.9,3.8,1.8
796,26,661,19058,0.8,28.8,11.6,3.2
797,45,716,20061,0.761,28,13.7,3
798,28,355,6812,0.697,19.2,7.9,5
800,59,30,170,0.636,5.7,1.7,1
801,28,539,8945,0.608,16.6,5.1,4.3
802,28,831,18185,0.833,21.9,8.4,2.1
803,28,850,18386,0.821,21.6,10.6,2
804,26,895,23672,0.799,26.4,9.3,2.9
805,56,743,19001,0.74,25.6,12,6.7
807,28,1190,37145,0.752,31.2,15.9,2.8
809,23,66,1321,0.636,20,5.7,2.3
810,9,128,1982,0.57,15.5,5.1,4
811,27,128,2357,0.652,18.4,6,4
812,20,115,1943,0.796,16.9,6.5,2.2
813,20,31,173,0.75,5.6,1.4,0.9
814,8,409,9768,0.797,23.9,9.6,2.6
815,37,320,5139,0.761,16.1,4.9,3.5
816,5,433,11056,0.785,25.5,11.7,8.5
817,13,554,11426,0.579,20.6,6.6,6.5
818,9,668,22764,0.827,34.1,19.7,4.1
819,17,662,16389,0.755,24.8,10,6.3
820,1,550,15806,0.824,28.7,14.3,4.6
821,35,492,13695,0.749,27.8,7.4,5.7
822,7,656,13578,0.772,20.7,10.4,4.6
823,16,377,6117,0.815,16.2,5.9,2.8
824,41,85,987,0.746,11.6,4,0.9
825,58,20,72,0.692,3.6,1.9,0.7
826,8,139,1585,0.679,11.4,2.8,2.8
827,4,893,31936,0.799,35.8,19.2,8.5
828,20,346,5956,0.703,17.2,6.4,1.7
829,17,173,2016,0.511,11.7,2.8,3.4
830,21,711,19366,0.773,27.2,10.7,3.5
833,30,55,1182,0.656,21.5,6.6,3.7
834,42,11,34,0.667,3.1,1,0.5
835,12,133,3221,0.82,24.2,10.1,3.9
836,42,89,1823,0.788,20.5,7.2,2.4
837,52,18,91,0.5,5.1,1.7,1.5
838,60,21,581,0.781,27.7,10.1,3.4
839,12,217,3845,0.703,17.7,7.4,3.9
840,5,154,3125,0.748,20.3,5.5,1.8
841,23,241,6640,0.829,27.6,13,3
842,35,28,151,0.531,5.4,2.4,1.4
843,14,273,4720,0.748,17.3,9,2.8
844,21,369,9120,0.784,24.7,8.3,6.7
845,46,52,452,0.857,8.7,3.1,0.7
846,47,17,52,,3.1,0.9,0.2
847,3,515,11278,0.779,21.9,11.7,7.3
848,12,361,7630,0.764,21.1,9.7,2.9
849,9,517,16169,0.82,31.3,15.6,4.2
850,55,249,2621,0.687,10.5,3.5,2.6
851,20,267,3896,0.721,14.6,4.3,1.3
852,23,642,10734,0.588,16.7,5.8,5.1
853,25,38,361,0.743,9.5,3.1,1.2
854,14,502,11539,0.675,23,7.8,2.8
855,46,68,711,0.643,10.5,2.1,1
856,47,867,25549,0.735,29.5,14.2,7.4
857,3,845,28865,0.822,34.2,16.3,3.1
858,34,777,16102,0.808,20.7,9.8,2.4
859,51,23,212,0.5,9.2,2.1,1.9
860,14,800,14232,0.7,17.8,6.7,5.4
861,16,211,3540,0.699,16.8,6.3,2.3
862,21,6,28,0.5,4.7,0.7,1.5
863,19,567,8888,0.673,15.7,4.9,1.8
864,47,818,23872,0.871,29.2,13.2,2.8
865,19,85,772,0.539,9.1,2.3,2.2
866,47,72,631,0.537,8.8,2,3.4
867,24,113,2135,0.853,18.9,6.5,1.7
868,53,542,8542,0.699,15.8,3.9,2.9
869,23,824,18396,0.698,22.3,7.2,2.2
870,50,19,85,0.75,4.5,1.2,0.6
872,19,204,3761,0.796,18.4,6.5,2
873,46,292,8125,0.806,27.8,14.3,3.3
874,3,335,8849,0.788,26.4,10.4,4.9
875,38,84,1575,0.635,18.8,5.5,2.2
876,3,397,13435,0.794,33.8,18.7,3.7
877,32,121,2110,0.752,17.4,5,2.2
878,6,162,2455,0.408,15.2,3.6,3.5
879,18,148,2605,0.633,17.6,4.1,3.2
880,34,390,6930,0.746,17.8,6.4,2
881,1,537,19300,0.786,35.9,18.9,4.4
882,30,72,591,0.767,8.2,2.9,1.3
883,35,185,3453,0.748,18.7,6.1,3.8
884,32,65,786,0.73,12.1,5.4,1.7
885,18,550,9248,0.583,16.8,7.5,4.8
886,47,181,3016,0.76,16.7,6,2.2
887,16,707,16170,0.835,22.9,11.5,2
888,47,342,5348,0.658,15.6,2.7,3.4
889,18,111,1044,0.793,9.4,3.9,2.4
890,5,909,22724,0.798,25,11.1,2.2
891,32,6,20,0.5,3.3,1.8,0.7
892,10,427,9898,0.798,23.2,8.3,3.1
893,38,870,20823,0.779,23.9,6.5,2.1
894,11,629,13579,0.583,21.6,4.8,4.1
895,17,436,8509,0.833,19.5,8.4,1.9
896,40,82,2117,0.849,25.8,10.9,2.6
897,1,607,13389,0.57,22.1,6.6,5.5
898,35,17,180,0.625,10.6,3,1.3